gene,rpkm_normal,rpkm_tumoral,chromosome,p_or_q,locus
ACLY|47_calculated,30.537,40.6527,17,q,
ALYREF|10189_calculated,29.8372,54.9272,17,q,
MRPL10|124995_calculated,29.768,27.2803,17,q,
STRA13|201254_calculated,29.2419,65.6059,17,q,
CANT1|124583_calculated,29.1775,46.6703,17,q,
FAM195B|348262_calculated,29.1602,24.2042,17,q,
PSMC5|5705_calculated,29.066,34.4716,17,q,
SNF8|11267_calculated,28.9026,35.9884,17,q,
PLCD3|113026_calculated,28.4522,36.1302,17,q,
GPS1|2873_calculated,27.957,40.914,17,q,
MRC2|9902_calculated,27.7778,14.4706,17,q,
HGS|9146_calculated,27.6215,38.1939,17,q,
CYGB|114757_calculated,27.3437,20.2412,17,q,
GAST|2520_calculated,27.2974,384.7578,17,q,
CCL15|6359_calculated,27.2047,17.9874,17,q,
FKBP10|60681_calculated,27.0092,48.7479,17,q,
SMARCD2|6603_calculated,26.9222,42.221,17,q,
SCPEP1|59342_calculated,26.6165,26.8278,17,q,
DUS1L|64118_calculated,26.2611,46.7185,17,q,
KPNA2|3838_calculated,26.1921,60.5612,17,q,
BECN1|8678_calculated,26.1723,26.2372,17,q,
CASC3|22794_calculated,26.007,27.5772,17,q,
FASN|2194_calculated,26.0028,50.5853,17,q,
ZNF207|7756_calculated,25.9028,32.269,17,q,
TRIM47|91107_calculated,25.2635,25.9517,17,q,
SRSF1|6426_calculated,25.216,33.3409,17,q,
KIAA0100|9703_calculated,25.18,25.5324,17,q,
ANAPC11|51529_calculated,24.8777,36.8381,17,q,
CCDC47|57003_calculated,24.7134,36.432,17,q,
AKAP1|8165_calculated,24.6166,27.6569,17,q,
LLGL2|3993_calculated,24.6059,50.5415,17,q,
SPOP|8405_calculated,24.3197,14.3648,17,q,
AATF|26574_calculated,24.0746,45.0048,17,q,
MAP2K3|5606_calculated,23.9928,35.317,17,q,
PECAM1|5175_calculated,23.8637,13.7426,17,q,
SRP68|6730_calculated,23.812,30.294,17,q,
THRA|7067_calculated,23.2224,21.4969,17,q,
MRPS7|51081_calculated,22.9796,32.9238,17,q,
C1QTNF1|114897_calculated,22.4328,12.0531,17,q,
SUPT6H|6830_calculated,22.3993,19.9607,17,q,
CSNK1D|1453_calculated,22.3697,23.6548,17,q,
SMARCE1|6605_calculated,22.2677,26.6165,17,q,
PPP1R9B|84687_calculated,22.1941,23.343,17,q,
DNAJC7|7266_calculated,22.1131,31.0778,17,q,
NBR1|4077_calculated,21.8988,19.9956,17,q,
C17orf89|284184_calculated,21.7165,27.1071,17,q,
RARA|5914_calculated,21.6626,24.0613,17,q,
PDK2|5164_calculated,21.6436,17.7343,17,q,
GNA13|10672_calculated,21.5118,17.701,17,q,
SLC38A10|124565_calculated,21.4508,24.2889,17,q,
IFI35|3430_calculated,20.7842,32.4399,17,q,
UBTF|7343_calculated,20.7578,20.2084,17,q,
MLLT6|4302_calculated,20.2643,17.8243,17,q,
ANKRD40|91369_calculated,20.2572,13.2478,17,q,
DCAF7|10238_calculated,20.2311,25.2528,17,q,
NMT1|4836_calculated,20.1142,23.9295,17,q,
STAT5B|6777_calculated,19.9121,10.6077,17,q,
NT5C|30833_calculated,19.4592,27.6404,17,q,
MLX|6945_calculated,19.4467,31.6617,17,q,
CCL18|6362_calculated,19.2715,53.7287,17,q,
DDX42|11325_calculated,18.8398,17.2928,17,q,
WSB1|26118_calculated,18.8234,13.5563,17,q,
COPZ2|51226_calculated,18.7219,5.8386,17,q,
SLC25A10|1468_calculated,18.6408,42.4189,17,q,
VEZF1|7716_calculated,18.5191,12.8947,17,q,
RNF213|57674_calculated,18.4505,21.7168,17,q,
CBX1|10951_calculated,18.3811,17.0904,17,q,
MFSD11|79157_calculated,18.3729,24.7371,17,q,
NKIRAS2|28511_calculated,18.2898,21.9119,17,q,
CDR2L|30850_calculated,18.0772,25.8562,17,q,
ICT1|3396_calculated,17.9612,26.1749,17,q,
CISD3|284106_calculated,17.9422,28.4051,17,q,
SGCA|6442_calculated,17.8251,2.1447,17,q,
TMEM97|27346_calculated,17.8074,36.8468,17,q,
ARHGAP23|57636_calculated,17.6678,9.4764,17,q,
CPD|1362_calculated,17.4087,23.3157,17,q,
MIF4GD|57409_calculated,17.3847,18.6601,17,q,
EFTUD2|9343_calculated,17.1883,27.4404,17,q,
MRPL45|84311_calculated,17.1011,23.2471,17,q,
EXOC7|23265_calculated,17.01,15.1192,17,q,
PYCR1|5831_calculated,16.8946,43.4868,17,q,
MED24|9862_calculated,16.7988,29.4367,17,q,
PIP4K2B|8396_calculated,16.6467,11.9696,17,q,
NSRP1|84081_calculated,16.431,12.748,17,q,
GSDMB|55876_calculated,16.3074,37.8458,17,q,
TNS4|84951_calculated,16.1631,51.9481,17,q,
SECTM1|6398_calculated,16.0457,33.7318,17,q,
TP53I13|90313_calculated,15.9916,22.2134,17,q,
KRT17|3872_calculated,15.8158,78.1857,17,q,
TUBG1|7283_calculated,15.7489,27.4853,17,q,
MYO18A|399687_calculated,15.5698,17.5575,17,q,
CNP|1267_calculated,15.5414,18.7602,17,q,
ATXN7L3|56970_calculated,15.1991,20.4685,17,q,
ABCC3|8714_calculated,15.1679,23.8611,17,q,
TIAF1|9220_calculated,15.0908,18.7264,17,q,
COX11|1353_calculated,15.0524,17.7527,17,q,
FAM134C|162427_calculated,14.9681,14.2358,17,q,
PSMD12|5718_calculated,14.8573,19.6772,17,q,
FAM117A|81558_calculated,14.8179,8.5187,17,q,
CUEDC1|404093_calculated,14.5312,10.4072,17,q,
SLC35B1|10237_calculated,14.4509,27.3993,17,q,
CDK5RAP3|80279_calculated,14.3049,20.1199,17,q,
PCGF2|7703_calculated,14.2965,19.3046,17,q,
CYTH1|9267_calculated,14.2897,13.1684,17,q,
CYB561|1534_calculated,14.2871,29.1732,17,q,
CBX4|8535_calculated,14.2553,22.159,17,q,
FAM222B|55731_calculated,14.1877,15.0171,17,q,
ORMDL3|94103_calculated,14.1529,21.4182,17,q,
ATP6V0A1|535_calculated,14.0398,13.0348,17,q,
AMZ2|51321_calculated,13.9679,14.7457,17,q,
ERAL1|26284_calculated,13.9202,22.5847,17,q,
G6PC3|92579_calculated,13.9054,19.6489,17,q,
KRT10|3858_calculated,13.8626,22.1607,17,q,
SPATA20|64847_calculated,13.7531,15.3532,17,q,
MAP3K3|4215_calculated,13.5413,7.0756,17,q,
WIPF2|147179_calculated,13.3375,23.3797,17,q,
NAGLU|4669_calculated,13.2389,15.7417,17,q,
MIR636|693221_calculated,13.2274,18.1531,17,q,
HOXB2|3212_calculated,12.974,6.8176,17,q,
COG1|9382_calculated,12.7896,13.125,17,q,
NSF|4905_calculated,12.6578,16.4526,17,q,
TMUB2|79089_calculated,12.6322,13.9107,17,q,
NR1D1|9572_calculated,12.5924,15.5694,17,q,
NOL11|25926_calculated,12.5895,18.8946,17,q,
ACOX1|51_calculated,12.5806,13.5623,17,q,
DHRS11|79154_calculated,12.5395,27.3031,17,q,
METTL23|124512_calculated,12.3835,14.5599,17,q,
IFT20|90410_calculated,12.3374,14.7597,17,q,
FAM104A|84923_calculated,12.3161,14.6514,17,q,
MSL1|339287_calculated,12.2876,15.5719,17,q,
NPLOC4|55666_calculated,12.1781,13.5719,17,q,
KAT7|11143_calculated,12.1758,10.2369,17,q,
DHX40|79665_calculated,12.1403,11.4981,17,q,
SDF2|6388_calculated,12.0977,15.2626,17,q,
TMC6|11322_calculated,11.958,17.1497,17,q,
C17orf62|79415_calculated,11.9446,13.2493,17,q,
HDAC5|10014_calculated,11.9031,7.7438,17,q,
KIAA0195|9772_calculated,11.8909,13.9538,17,q,
RFNG|5986_calculated,11.8735,13.0061,17,q,
DHX8|1659_calculated,11.8122,13.1057,17,q,
GGNBP2|79893_calculated,11.7515,11.9262,17,q,
UNC119|9094_calculated,11.7514,13.9767,17,q,
DCAKD|79877_calculated,11.7425,10.1521,17,q,
SAP30BP|29115_calculated,11.6222,13.6327,17,q,
ST6GALNAC1|55808_calculated,11.5555,26.9127,17,q,
WIPI1|55062_calculated,11.488,13.1756,17,q,
CHMP6|79643_calculated,11.4789,13.9049,17,q,
CASKIN2|57513_calculated,11.4589,9.5308,17,q,
CDC27|996_calculated,11.3966,10.997,17,q,
FN3KRP|79672_calculated,11.3817,14.0134,17,q,
FTSJ3|117246_calculated,11.3784,14.3187,17,q,
TRIM25|7706_calculated,11.3222,13.4524,17,q,
NUFIP2|57532_calculated,11.1633,11.4708,17,q,
METRNL|284207_calculated,11.1606,17.4451,17,q,
SLFN5|162394_calculated,11.1199,7.3495,17,q,
CD79B|974_calculated,11.084,8.4596,17,q,
BLMH|642_calculated,11.0803,12.0468,17,q,
HOXB7|3217_calculated,10.9953,15.6557,17,q,
FOXK2|3607_calculated,10.9568,13.29,17,q,
BPTF|2186_calculated,10.9153,8.9107,17,q,
SPAG9|9043_calculated,10.8158,7.9314,17,q,
HEXIM1|10614_calculated,10.7955,9.0998,17,q,
XYLT2|64132_calculated,10.7818,11.9966,17,q,
PNPO|55163_calculated,10.7387,16.3096,17,q,
SLC16A3|9123_calculated,10.7188,23.6104,17,q,
GHDC|84514_calculated,10.5724,13.8959,17,q,
SUZ12|23512_calculated,10.5309,13.7982,17,q,
KANSL1|284058_calculated,10.5251,8.7353,17,q,
TEX2|55852_calculated,10.3836,9.6967,17,q,
FMNL1|752_calculated,10.3131,7.5032,17,q,
GOSR1|9527_calculated,10.2832,10.8177,17,q,
CNTNAP1|8506_calculated,10.2539,2.5526,17,q,
TBCD|6904_calculated,10.2169,12.5768,17,q,
ETV4|2118_calculated,10.1852,17.5929,17,q,
LIMD2|80774_calculated,10.151,8.6978,17,q,
KCTD2|23510_calculated,10.1309,7.8856,17,q,
UTP18|51096_calculated,10.1039,21.8289,17,q,
GPATCH8|23131_calculated,10.0735,8.99,17,q,
PGAP3|93210_calculated,10.0719,40.2042,17,q,
MAFG|4097_calculated,10.0362,9.2665,17,q,
SKA2|348235_calculated,9.9585,11.7257,17,q,
RAPGEFL1|51195_calculated,9.8951,18.1087,17,q,
TBC1D16|125058_calculated,9.8358,8.4785,17,q,
GRB7|2886_calculated,9.8343,43.8714,17,q,
STAT5A|6776_calculated,9.8174,7.885,17,q,
SEC14L1|6397_calculated,9.8142,9.7431,17,q,
CDK12|51755_calculated,9.6073,11.6862,17,q,
SPAG5-AS1|100506436_calculated,9.597,10.374,17,q,
MED1|5469_calculated,9.5052,9.9256,17,q,
RAB40B|10966_calculated,9.4926,13.7376,17,q,
MMD|23531_calculated,9.4071,6.098,17,q,
ABI3|51225_calculated,9.3717,9.3386,17,q,
GOSR2|9570_calculated,9.2335,9.7729,17,q,
RNF135|84282_calculated,9.2274,8.771,17,q,
GGA3|23163_calculated,9.218,9.6701,17,q,
LEPREL4|10609_calculated,9.0316,15.5725,17,q,
TMEM101|84336_calculated,9.0313,13.3384,17,q,
ZACN|353174_calculated,9.025,8.7892,17,q,
ALDOC|230_calculated,8.9935,14.9174,17,q,
HOXB3|3213_calculated,8.9398,4.8631,17,q,
FBF1|85302_calculated,8.9145,12.4988,17,q,
SIRT7|51547_calculated,8.9007,15.6564,17,q,
C17orf70|80233_calculated,8.8482,10.2898,17,q,
PHF12|57649_calculated,8.8035,7.1208,17,q,
PITPNC1|26207_calculated,8.7527,8.2388,17,q,
SCRN2|90507_calculated,8.7439,10.2999,17,q,
TOM1L1|10040_calculated,8.6657,14.241,17,q,
ICAM2|3384_calculated,8.6633,9.252,17,q,
TACO1|51204_calculated,8.4039,13.4371,17,q,
SLC16A5|9121_calculated,8.3864,11.9305,17,q,
MAP3K14|9020_calculated,8.3827,5.6727,17,q,
SLC39A11|201266_calculated,8.2364,15.3632,17,q,
TUBG2|27175_calculated,8.1579,3.7425,17,q,
RPTOR|57521_calculated,8.1531,7.4303,17,q,
FN3K|64122_calculated,8.1519,11.4914,17,q,
TSEN54|283989_calculated,8.0862,15.5193,17,q,
ACE|1636_calculated,8.0581,12.0696,17,q,
UTP6|55813_calculated,8.0529,10.3364,17,q,
BAIAP2|10458_calculated,7.9835,8.4598,17,q,
CCDC43|124808_calculated,7.9293,11.1613,17,q,
ASPSCR1|79058_calculated,7.9284,17.4332,17,q,
PCYT2|5833_calculated,7.8829,16.4693,17,q,
NUP85|79902_calculated,7.8473,11.334,17,q,
HOXB5|3215_calculated,7.819,4.9326,17,q,
SNORD104|692227_calculated,7.7726,11.5963,17,q,
TAOK1|57551_calculated,7.7614,5.7571,17,q,
APPBP2|10513_calculated,7.7611,5.8687,17,q,
CCDC137|339230_calculated,7.7477,12.1612,17,q,
UNK|85451_calculated,7.7228,6.9808,17,q,
TMEM100|55273_calculated,7.7189,1.1537,17,q,
SNX11|29916_calculated,7.6715,8.5494,17,q,
EVPL|2125_calculated,7.6429,17.2133,17,q,
NARF|26502_calculated,7.6292,10.1715,17,q,
ZNF830|91603_calculated,7.5707,7.5063,17,q,
SLFN11|91607_calculated,7.5139,5.9871,17,q,
HOXB4|3214_calculated,7.4342,3.587,17,q,
RUNDC1|146923_calculated,7.4058,7.8903,17,q,
CNTD1|124817_calculated,7.3317,7.6837,17,q,
TMEM199|147007_calculated,7.3216,8.9691,17,q,
ARL16|339231_calculated,7.2901,7.2133,17,q,
CRLF3|51379_calculated,7.2368,7.1177,17,q,
ZNHIT3|9326_calculated,7.2311,9.3042,17,q,
ZNF652|22834_calculated,7.2044,5.266,17,q,
DUSP14|11072_calculated,7.1997,8.4734,17,q,
ARL4D|379_calculated,7.15,2.3318,17,q,
SLC46A1|113235_calculated,7.1322,6.5289,17,q,
PLEKHM1|9842_calculated,7.1047,7.7573,17,q,
CWC25|54883_calculated,7.0321,7.2954,17,q,
SGSH|6448_calculated,6.9931,6.2316,17,q,
RHBDF2|79651_calculated,6.9769,10.2571,17,q,
RFFL|117584_calculated,6.9467,7.9011,17,q,
ABHD15|116236_calculated,6.9455,7.8796,17,q,
UNC13D|201294_calculated,6.8659,9.6778,17,q,
NF1|4763_calculated,6.7867,5.9814,17,q,
ADAP2|55803_calculated,6.7744,5.1485,17,q,
HOXB-AS3|404266_calculated,6.7337,3.9076,17,q,
PTRH2|51651_calculated,6.7033,9.7891,17,q,
TMC8|147138_calculated,6.6794,3.8196,17,q,
RPS6KB1|6198_calculated,6.6479,6.1466,17,q,
GPRC5C|55890_calculated,6.6378,13.8532,17,q,
SARM1|23098_calculated,6.6284,5.3574,17,q,
GALK1|2584_calculated,6.6283,10.9168,17,q,
RNF43|54894_calculated,6.6229,12.4435,17,q,
TRIM65|201292_calculated,6.6211,7.5282,17,q,
NPTX1|4884_calculated,6.5894,1.0448,17,q,
GJC1|10052_calculated,6.5614,1.3868,17,q,
H3F3B|3021|2of2_calculated,6.5251,7.2926,17,q,
ACACA|31_calculated,6.451,7.0071,17,q,
UBE2O|63893_calculated,6.4488,7.933,17,q,
USP36|57602_calculated,6.3654,6.4727,17,q,
HELZ|9931_calculated,6.3094,4.6587,17,q,
HLF|3131_calculated,6.3032,0.7989,17,q,
STRADA|92335_calculated,6.2886,6.2894,17,q,
ARHGAP27|201176|1of2_calculated,6.2778,10.1698,17,q,
MMP28|79148_calculated,6.2632,6.0025,17,q,
MYO15B|80022_calculated,6.2453,8.3752,17,q,
RSAD1|55316_calculated,6.2403,6.8447,17,q,
IKZF3|22806_calculated,6.2286,4.2861,17,q,
DDX52|11056_calculated,6.2171,7.613,17,q,
ABCA8|10351_calculated,6.2045,0.9624,17,q,
TRIM37|4591_calculated,6.1968,6.0201,17,q,
NAT9|26151_calculated,6.1185,9.525,17,q,
PSMC3IP|29893_calculated,6.0943,9.7644,17,q,
ACSF2|80221_calculated,5.937,9.6128,17,q,
TLCD1|116238_calculated,5.7855,12.6982,17,q,
EPN3|55040_calculated,5.7072,14.1006,17,q,
AARSD1|80755_calculated,5.6617,4.6167,17,q,
COIL|8161_calculated,5.603,7.2589,17,q,
HEXDC|284004_calculated,5.5803,5.74,17,q,
CCL3|6348_calculated,5.5144,10.2029,17,q,
ITGB3|3690_calculated,5.4827,2.1178,17,q,
FBXL20|84961_calculated,5.4735,3.3024,17,q,
USP32|84669_calculated,5.4459,5.1412,17,q,
HNF1B|6928_calculated,5.3974,9.4458,17,q,
PLEKHH3|79990_calculated,5.3961,5.6826,17,q,
SYNRG|11276_calculated,5.3804,4.4944,17,q,
MYO19|80179_calculated,5.3763,10.2939,17,q,
OSBPL7|114881_calculated,5.3553,6.9699,17,q,
GJD3|125111|1of2_calculated,5.3543,7.1105,17,q,
METTL2A|339175_calculated,5.3502,6.731,17,q,
NLK|51701_calculated,5.348,5.7165,17,q,
BCAS3|54828_calculated,5.3044,4.5069,17,q,
LRRC45|201255_calculated,5.2837,9.9492,17,q,
C17orf80|55028_calculated,5.2669,4.5886,17,q,
ARMC7|79637_calculated,5.2542,8.6218,17,q,
TNRC6C|57690_calculated,5.2071,2.5497,17,q,
TMEM104|54868_calculated,5.1772,6.6324,17,q,
JMJD6|23210_calculated,5.0925,4.4488,17,q,
RAB11FIP4|84440_calculated,5.0818,7.2204,17,q,
NLE1|54475_calculated,4.9846,8.0734,17,q,
DHX58|79132_calculated,4.9652,5.3989,17,q,
HEATR6|63897_calculated,4.9266,4.107,17,q,
EVI2A|2123_calculated,4.8517,3.4089,17,q,
RNFT1|51136_calculated,4.7751,5.7849,17,q,
ACBD4|79777_calculated,4.7062,3.5051,17,q,
BAHCC1|57597_calculated,4.6906,2.9294,17,q,
SMG8|55181_calculated,4.6548,5.0173,17,q,
PGS1|9489_calculated,4.5754,4.5406,17,q,
TBKBP1|9755_calculated,4.5749,2.5224,17,q,
YPEL2|388403_calculated,4.5411,3.0772,17,q,
AFMID|125061_calculated,4.5402,6.5875,17,q,
HOXB6|3216_calculated,4.5288,5.4897,17,q,
AATK|9625_calculated,4.5108,5.1064,17,q,
C17orf58|284018_calculated,4.4761,6.9836,17,q,
SLC26A11|284129_calculated,4.3362,3.7015,17,q,
ERN1|2081_calculated,4.3175,4.3264,17,q,
TBX2|6909_calculated,4.3116,3.7996,17,q,
C1QL1|10882_calculated,4.2423,2.4002,17,q,
PRR11|55771_calculated,4.2066,7.8771,17,q,
RAD51C|5889_calculated,4.1576,4.1408,17,q,
MBTD1|54799_calculated,4.1385,4.8181,17,q,
TLK2|11011_calculated,4.1096,4.3107,17,q,
BIRC5|332_calculated,4.0636,12.9467,17,q,
PLXDC1|57125_calculated,4.046,2.7395,17,q,
KRT23|25984_calculated,4.0225,19.877,17,q,
TTYH2|94015_calculated,4.0071,2.4309,17,q,
HOXB9|3219_calculated,3.996,6.6289,17,q,
CEP95|90799_calculated,3.9933,4.0448,17,q,
GJD3|125111|2of2_calculated,3.9823,5.0154,17,q,
SKAP1|8631_calculated,3.9599,4.4525,17,q,
ENGASE|64772_calculated,3.9588,4.1351,17,q,
EME1|146956_calculated,3.9528,7.2276,17,q,
CDK3|1018_calculated,3.9024,5.4064,17,q,
ANKRD13B|124930_calculated,3.8918,4.5287,17,q,
FDXR|2232_calculated,3.8716,7.1642,17,q,
PLEKHM1P|440456_calculated,3.8684,3.8406,17,q,
HOXB8|3218_calculated,3.8522,2.8378,17,q,
LRRC37A2|474170|2of2_calculated,3.8516,1.5013,17,q,
PPM1D|8493_calculated,3.8357,4.1178,17,q,
TMEM106A|113277_calculated,3.8282,3.246,17,q,
FZD2|2535_calculated,3.7577,3.5764,17,q,
MRM1|79922_calculated,3.7497,5.9859,17,q,
CDC6|990_calculated,3.7405,18.1636,17,q,
MEOX1|4222_calculated,3.7231,1.308,17,q,
ST6GALNAC2|10610_calculated,3.5409,4.3996,17,q,
KLHL11|55175_calculated,3.538,3.28,17,q,
SPHK1|8877_calculated,3.4869,5.1198,17,q,
RECQL5|9400_calculated,3.41,4.1916,17,q,
LSM12|124801_calculated,3.408,4.6068,17,q,
SSH2|85464_calculated,3.3983,2.6745,17,q,
NXPH3|11248_calculated,3.3662,0.6108,17,q,
NBR2|10230_calculated,3.3621,3.0516,17,q,
KANSL1-AS1|644246_calculated,3.3171,4.329,17,q,
DHRS13|147015_calculated,3.2958,8.0605,17,q,
TEFM|79736_calculated,3.2677,4.0974,17,q,
RAD51D|5892_calculated,3.2586,3.7011,17,q,
RBFOX3|146713_calculated,3.242,0.3275,17,q,
SOCS7|30837_calculated,3.2089,3.2654,17,q,
INTS2|57508_calculated,3.1614,3.6442,17,q,
HEXIM2|124790|1of2_calculated,3.1467,3.6375,17,q,
NOS2|4843_calculated,3.1445,8.9207,17,q,
TMEM92|162461_calculated,3.128,6.8963,17,q,
CD300A|11314_calculated,3.0893,4.2306,17,q,
SLC25A19|60386_calculated,3.0713,6.0021,17,q,
KSR1|8844_calculated,3.0638,2.2102,17,q,
SEPT4|5414_calculated,3.0286,1.4561,17,q,
PIGW|284098_calculated,3.0162,4.8001,17,q,
PEX12|5193_calculated,2.9667,2.7947,17,q,
KIF18B|146909_calculated,2.9521,6.9573,17,q,
POLG2|11232_calculated,2.9086,2.989,17,q,
ASB16|92591_calculated,2.889,1.5133,17,q,
CBX8|57332_calculated,2.8831,4.8553,17,q,
RNF157|114804_calculated,2.8425,3.6107,17,q,
PYY|5697_calculated,2.8098,1.1452,17,q,
TUBD1|51174_calculated,2.7805,2.8639,17,q,
CCL13|6357_calculated,2.7421,2.8226,17,q,
SPAG5|10615_calculated,2.742,5.4915,17,q,
CEP112|201134_calculated,2.7215,0.9784,17,q,
RAC3|5881_calculated,2.6974,8.1596,17,q,
TMEM99|147184_calculated,2.6886,4.7963,17,q,
FAM20A|54757_calculated,2.6212,1.7119,17,q,
C17orf75|64149_calculated,2.5753,2.8324,17,q,
PRCD|768206_calculated,2.4756,1.7235,17,q,
MILR1|284021_calculated,2.4427,1.5269,17,q,
MSI2|124540_calculated,2.4035,3.0555,17,q,
TANC2|26115_calculated,2.3377,1.9472,17,q,
MAPT|4137_calculated,2.3291,0.519,17,q,
DGKE|8526_calculated,2.3275,1.5035,17,q,
LRRC37B|114659_calculated,2.3272,1.8886,17,q,
BRCA1|672_calculated,2.3199,3.6188,17,q,
CACNG4|27092_calculated,2.3176,1.7394,17,q,
VTN|7448_calculated,2.2575,6.7486,17,q,
SAMD14|201191_calculated,2.2417,1.5263,17,q,
MIR635|693220_calculated,2.1931,1.5386,17,q,
AMZ2P1|201283_calculated,2.1809,1.2427,17,q,
ABCA6|23460_calculated,2.1711,0.5057,17,q,
ABCA9|10350_calculated,2.1565,0.3511,17,q,
SUZ12P1|440423_calculated,2.1093,1.6326,17,q,
LRRC37BP1|147172_calculated,2.0929,1.664,17,q,
ARHGAP27|201176|2of2_calculated,2.0585,3.1458,17,q,
LINC00483|55018_calculated,2.0225,3.6993,17,q,
CCDC57|284001_calculated,2.0142,2.1028,17,q,
HIGD1B|51751_calculated,2.0066,1.4184,17,q,
NPB|256933_calculated,2.0059,4.0786,17,q,
HOXB13|10481_calculated,1.9604,4.2511,17,q,
CCL8|6355_calculated,1.953,2.726,17,q,
HEXIM2|124790|2of2_calculated,1.9421,2.3761,17,q,
SLFN12|55106_calculated,1.9243,1.489,17,q,
B3GNTL1|146712|1of2_calculated,1.9214,2.6491,17,q,
SLFN13|146857_calculated,1.907,2.6762,17,q,
SNORA21|619505_calculated,1.8626,2.2253,17,q,
CCL23|6368_calculated,1.8594,2.542,17,q,
C17orf96|100170841_calculated,1.7981,4.2824,17,q,
RGS9|8787_calculated,1.7958,0.5503,17,q,
C17orf67|339210_calculated,1.7604,1.4889,17,q,
NEK8|284086_calculated,1.6528,1.9163,17,q,
GDPD1|284161_calculated,1.6294,2.1383,17,q,
NOTUM|147111_calculated,1.6171,87.9724,17,q,
GNGT2|2793_calculated,1.5985,1.499,17,q,
STXBP4|252983_calculated,1.5696,1.0449,17,q,
ABCA5|23461_calculated,1.5302,1.3698,17,q,
DBF4B|80174_calculated,1.5213,2.0809,17,q,
ATAD5|79915_calculated,1.5135,2.0104,17,q,
RAB37|326624_calculated,1.4759,1.1462,17,q,
CBX2|84733_calculated,1.438,3.2484,17,q,
CORO6|84940_calculated,1.4251,0.2494,17,q,
ARSG|22901_calculated,1.4219,0.9984,17,q,
CD300LF|146722_calculated,1.3956,2.0514,17,q,
MAP2K6|5608_calculated,1.3883,1.8775,17,q,
ENDOV|284131_calculated,1.3856,1.365,17,q,
SP6|80320_calculated,1.3818,3.508,17,q,
SNORD4B|26772_calculated,1.376,1.7661,17,q,
MAFG-AS1|92659_calculated,1.3693,2.7552,17,q,
CPSF4L|642843_calculated,1.3601,1.2259,17,q,
SCARNA16|677781|1of2_calculated,1.3567,1.2169,17,q,
NAGS|162417_calculated,1.3138,2.1914,17,q,
LRRC37A4P|55073_calculated,1.2967,1.0727,17,q,
C17orf53|78995_calculated,1.2919,2.8341,17,q,
RUNDC3A|10900_calculated,1.2646,0.8876,17,q,
KCNJ2|3759_calculated,1.2315,1.4343,17,q,
CDK5R1|8851_calculated,1.2207,1.2836,17,q,
SLFN12L|100506736_calculated,1.2065,0.7085,17,q,
CA4|762_calculated,1.1906,3.1914,17,q,
C17orf78|284099_calculated,1.1572,3.4216,17,q,
SEZ6|124925_calculated,1.1565,0.6361,17,q,
NEUROD2|4761_calculated,1.1195,0.0969,17,q,
CCDC103|388389_calculated,1.1124,1.4752,17,q,
SNORD4A|26773_calculated,1.1101,1.3459,17,q,
FAM171A2|284069_calculated,1.1005,1.2815,17,q,
KRT15|3866_calculated,1.0425,11.9511,17,q,
MRPL45P2|653479_calculated,1.0402,0.8282,17,q,
KRT16|3868_calculated,1.033,12.2843,17,q,
SNORD42B|26808_calculated,0.9948,1.2123,17,q,
SNORD124|100113390_calculated,0.9807,0.9687,17,q,
RASL10B|91608_calculated,0.9544,1.0824,17,q,
RND2|8153_calculated,0.9514,0.3645,17,q,
LRRC37A2|474170|1of2_calculated,0.9462,0.658,17,q,
KRT14|3861_calculated,0.94,21.1393,17,q,
MIR423|494335_calculated,0.9328,0.3943,17,q,
MIR142|406934_calculated,0.9032,0.3608,17,q,
CD300C|10871_calculated,0.8996,1.126,17,q,
KIF19|124602_calculated,0.8889,0.3625,17,q,
SSTR2|6752_calculated,0.8834,0.6502,17,q,
RNF126P1|376412_calculated,0.8802,0.6172,17,q,
TBC1D3F|84218_calculated,0.866,0.7974,17,q,
NOG|9241_calculated,0.864,0.3126,17,q,
APOH|350_calculated,0.8596,2.2191,17,q,
ABCA10|10349_calculated,0.8586,0.2214,17,q,
CCDC40|55036_calculated,0.8132,0.524,17,q,
SRCIN1|80725_calculated,0.8131,1.3754,17,q,
FOXJ1|2302_calculated,0.7792,5.877,17,q,
GSDMA|284110_calculated,0.7679,1.5617,17,q,
MIR21|406991_calculated,0.7582,0.4366,17,q,
PDE6G|5148_calculated,0.75,0.9186,17,q,
DPRXP4|503645_calculated,0.7393,0.3458,17,q,
CHAD|1101_calculated,0.7369,1.2118,17,q,
SDK2|54549_calculated,0.7224,0.7019,17,q,
PROCA1|147011_calculated,0.7179,0.5546,17,q,
CD300E|342510_calculated,0.689,0.7193,17,q,
LRRC37A3|374819_calculated,0.6877,0.4223,17,q,
SLC16A6|9120_calculated,0.6831,0.8242,17,q,
KRT222|125113_calculated,0.6808,0.2118,17,q,
TTLL6|284076_calculated,0.6775,1.0134,17,q,
TBX21|30009_calculated,0.6706,0.5781,17,q,
BRIP1|83990_calculated,0.6673,1.3324,17,q,
ARL17A|51326_calculated,0.657,0.4014,17,q,
IGF2BP1|10642_calculated,0.6429,1.6992,17,q,
MIR196A1|406972_calculated,0.6423,0.5156,17,q,
CCT6B|10693_calculated,0.6181,0.5708,17,q,
FNDC8|54752_calculated,0.6139,0.7689,17,q,
FAM187A|?_calculated,0.6072,0.6951,17,q,
ENPP7|339221_calculated,0.5983,4.0755,17,q,
